feature_1,feature_2,class
-6.8683,-6.9051,2.0
-7.0169,-6.6474,2.0
4.5183,1.7703,1.0
4.7806,2.4042,1.0
-2.8049,9.243,0.0
-2.4252,9.1357,0.0
4.6669,1.9079,1.0
-6.935,-7.0145,2.0
4.4296,1.4668,1.0
-6.876,-6.638,2.0
-6.7868,-6.7583,2.0
-6.7123,-7.0937,2.0
-6.651,-6.8431,2.0
-2.8879,9.0569,0.0
4.4581,2.3101,1.0
-2.4134,9.081,0.0
-2.6164,9.1759,0.0
-6.5923,-7.0209,2.0
-6.896,-6.6819,2.0
-2.5906,9.1515,0.0
-2.5972,9.0404,0.0
-6.9648,-7.2115,2.0
-6.8308,-6.8253,2.0
4.6686,2.1475,1.0
4.7278,2.2268,1.0
-2.7379,9.036,0.0
4.8579,1.8236,1.0
4.5027,2.1372,1.0
-2.6163,8.9962,0.0
-6.7685,-6.9254,2.0
-7.3771,-6.9718,2.0
-2.5354,9.0297,0.0
4.4817,1.98,1.0
-6.7082,-6.5752,2.0
4.2525,1.8209,1.0
-2.4494,8.8639,0.0
4.7176,1.9542,1.0
-7.0551,-7.1615,2.0
4.2269,1.9789,1.0
4.7236,2.0173,1.0
4.5299,1.9438,1.0
-2.5833,8.7332,0.0
-6.9361,-6.67,2.0
-6.8973,-6.9709,2.0
-2.2691,9.0424,0.0
-2.5202,9.0714,0.0
4.2504,2.1689,1.0
4.8904,1.8835,1.0
-2.3981,9.0322,0.0
-2.5172,8.7281,0.0
-2.4624,8.7031,0.0
-2.6265,9.0591,0.0
4.2857,2.0675,1.0
-7.0723,-7.2665,2.0
-6.902,-6.9706,2.0
-2.4476,8.6723,0.0
4.4777,2.0465,1.0
-2.4632,9.1138,0.0
5.0176,1.9403,1.0
-6.5805,-6.6244,2.0
4.2904,1.9921,1.0
-2.2666,9.0426,0.0
4.7805,2.0798,1.0
-6.8024,-7.1154,2.0
4.487,2.1484,1.0
-2.7069,8.7936,0.0
-6.7383,-6.8839,2.0
-2.9818,8.8123,0.0
4.4339,1.9824,1.0
-7.0742,-6.8876,2.0
-6.9272,-6.7868,2.0
4.9181,1.702,1.0
-6.6906,-6.9906,2.0
-7.0207,-7.0493,2.0
4.7785,1.5676,1.0
-2.4963,8.6192,0.0
-6.9575,-6.6089,2.0
5.0498,1.9733,1.0
-6.51,-6.7721,2.0
4.3333,1.9339,1.0
4.4965,1.7163,1.0
-2.5815,9.0976,0.0
4.8246,1.763,1.0
4.8611,1.8604,1.0
-2.6416,9.1848,0.0
5.1805,1.927,1.0
-2.1961,9.0011,0.0
-2.2878,8.9902,0.0
5.0769,1.8358,1.0
4.5794,1.4525,1.0
4.3163,2.0493,1.0
-2.6351,9.321,0.0
-6.8801,-7.0936,2.0
-6.9551,-6.6111,2.0
-2.4422,9.0775,0.0
-6.8614,-6.9562,2.0
-2.5418,8.8653,0.0
-2.7109,8.6218,0.0
4.5115,2.3062,1.0
4.5839,1.7803,1.0
-2.2775,8.8501,0.0
-2.6867,8.9268,0.0
-2.5583,8.8635,0.0
4.5512,1.9155,1.0
-7.1158,-7.1104,2.0
-2.7929,8.6621,0.0
-2.1931,8.8113,0.0
-2.129,9.0022,0.0
-2.7812,9.1635,0.0
-2.5538,9.3123,0.0
4.8181,1.974,1.0
-7.2941,-6.9211,2.0
-2.3885,9.0739,0.0
-2.5298,8.6856,0.0
4.8101,2.2179,1.0
4.3952,2.2581,1.0
-6.8432,-6.7017,2.0
4.7965,1.8869,1.0
4.6176,1.8122,1.0
-6.8823,-7.1015,2.0
-6.8676,-6.8554,2.0
-2.4293,8.884,0.0
-6.7598,-6.7094,2.0
4.383,2.2683,1.0
-2.6753,9.1188,0.0
-6.7177,-6.834,2.0
-6.4184,-7.16,2.0
-6.5305,-6.7356,2.0
-2.6304,9.3582,0.0
-7.3236,-7.16,2.0
-2.7266,8.7971,0.0
-7.1741,-6.7333,2.0
-2.258,8.8354,0.0
4.7918,1.9148,1.0
-6.8754,-7.1063,2.0
4.9628,1.9088,1.0
-7.0848,-6.7587,2.0
-2.6577,8.7503,0.0
-2.6151,9.1169,0.0
-2.5016,9.0383,0.0
-6.9003,-6.978,2.0
-7.0113,-6.999,2.0
-2.4643,9.2008,0.0
-6.9205,-6.2566,2.0
-2.5142,9.1778,0.0
-6.7725,-6.6383,2.0
-3.0394,9.2326,0.0
4.6215,1.9764,1.0
-2.1614,8.95,0.0
4.5465,1.6766,1.0
-7.0792,-7.231,2.0
-6.8131,-6.7681,2.0
4.5507,1.9958,1.0
-2.7994,9.0119,0.0
-6.5805,-6.937,2.0
-2.4387,8.9002,0.0
4.5336,1.6596,1.0
-7.056,-7.1687,2.0
4.8698,2.0325,1.0
-6.3624,-6.7963,2.0
-2.8733,9.0683,0.0
4.5541,2.0563,1.0
-2.3165,9.0968,0.0
4.2718,2.2388,1.0
-2.4318,9.2325,0.0
-7.0243,-6.8068,2.0
-2.5749,9.1349,0.0
4.3796,1.6026,1.0
4.8458,2.1476,1.0
-6.8169,-7.177,2.0
-6.9578,-6.5842,2.0
-2.4376,9.1264,0.0
-6.8381,-6.8536,2.0
-2.5866,9.0052,0.0
-6.8471,-6.5811,2.0
4.7785,2.0897,1.0
4.2007,1.9407,1.0
-7.1942,-7.0906,2.0
-6.7008,-7.0334,2.0
-2.4146,8.9997,0.0
-2.7681,9.2465,0.0
-2.4918,8.9545,0.0
-7.0307,-6.9005,2.0
4.619,2.0518,1.0
-6.854,-6.753,2.0
-2.6338,8.9032,0.0
4.3077,2.0738,1.0
-6.5328,-6.8033,2.0
-2.5055,9.3496,0.0
-2.557,8.8328,0.0
4.4774,2.3942,1.0
4.5177,2.0741,1.0
-7.1761,-6.6498,2.0
-6.8251,-6.8117,2.0
-2.4978,9.068,0.0
4.9138,1.756,1.0
4.4662,1.9927,1.0
4.4202,2.2573,1.0
-7.1185,-7.0826,2.0
-7.2667,-6.9899,2.0
-2.6843,8.7377,0.0
4.6614,2.0506,1.0
-7.0665,-6.8646,2.0
-6.7248,-6.8816,2.0
-2.4023,9.1918,0.0
4.7687,1.9896,1.0
-2.2995,9.3454,0.0
-2.5067,9.588,0.0
-6.9688,-6.9809,2.0
4.6183,2.1956,1.0
4.7276,1.6992,1.0
-6.6684,-6.7225,2.0
-2.356,9.2597,0.0
-6.9172,-6.712,2.0
4.5014,1.8414,1.0
-2.2046,9.1221,0.0
-7.1932,-7.1786,2.0
-2.1045,9.0156,0.0
4.4402,2.0769,1.0
4.9686,2.0514,1.0
-7.2172,-7.0003,2.0
-2.7566,8.7502,0.0
-2.6729,9.3208,0.0
4.6444,1.6921,1.0
-6.8987,-6.9578,2.0
-6.701,-6.7517,2.0
-2.5466,8.9263,0.0
-2.6379,9.2203,0.0
-2.8193,9.028,0.0
-2.6943,9.0654,0.0
-6.753,-6.9576,2.0
-2.7836,8.6916,0.0
-6.8561,-6.8498,2.0
-7.1525,-7.0658,2.0
-7.44,-6.7933,2.0
4.5117,2.105,1.0
-7.0694,-7.0615,2.0
4.617,2.0027,1.0
-6.8171,-6.7654,2.0
-6.9548,-6.9923,2.0
-6.8568,-6.8797,2.0
-2.7192,9.1658,0.0
4.509,1.5633,1.0
-2.794,8.961,0.0
4.839,2.3138,1.0
4.7358,2.119,1.0
-6.7454,-6.6665,2.0
-6.5345,-6.8557,2.0
4.5637,1.7193,1.0
-6.4959,-6.9508,2.0
-7.0851,-7.2003,2.0
-7.2356,-6.6673,2.0
-6.9599,-6.7382,2.0
-6.8153,-6.8568,2.0
4.2245,1.9261,1.0
-6.841,-6.5448,2.0
-7.0281,-6.9033,2.0
4.8592,1.5349,1.0
-2.4427,8.8646,0.0
4.5658,1.7036,1.0
4.736,2.2725,1.0
-6.88,-6.9155,2.0
-6.7827,-6.8266,2.0
4.7039,1.6918,1.0
4.884,1.7978,1.0
-2.6618,8.6533,0.0
4.4981,2.3638,1.0
-2.292,9.1092,0.0
4.8144,1.7799,1.0
4.8761,2.0538,1.0
-2.7748,9.0537,0.0
-2.4022,9.2601,0.0
4.5849,1.5329,1.0
4.8559,2.1617,1.0
-7.2725,-7.1763,2.0
4.5266,2.1395,1.0
-6.6225,-6.8915,2.0
-2.5412,9.1486,0.0
-2.3095,8.928,0.0
-2.6507,8.8719,0.0
-2.5257,8.9899,0.0
-2.1868,9.1937,0.0
4.5627,2.0601,1.0
-6.996,-6.8003,2.0
-6.7905,-7.2246,2.0
-7.318,-7.1646,2.0
4.791,1.9288,1.0
-6.9712,-6.785,2.0
-6.6692,-6.8606,2.0
-6.8348,-7.2694,2.0
-3.03,9.0541,0.0
-2.3615,9.0486,0.0
-2.6619,9.0219,0.0
4.3148,1.4719,1.0
-2.7104,8.7714,0.0
4.6568,1.7593,1.0
4.4919,1.7062,1.0
4.543,1.964,1.0
-6.5889,-6.9761,2.0
4.6301,1.9411,1.0
4.5533,2.1319,1.0
-6.7438,-7.0221,2.0
-2.2746,9.0882,0.0
-6.8913,-6.7148,2.0
4.9152,2.0358,1.0
-7.1038,-7.2211,2.0
-2.1184,8.9131,0.0
-7.0994,-6.8712,2.0
-6.7912,-7.0303,2.0
-6.5721,-6.5973,2.0
-6.9991,-6.858,2.0
-2.6428,9.2127,0.0
-2.5549,8.8154,0.0
5.0756,2.012,1.0
-2.666,8.8762,0.0
-6.8973,-6.438,2.0
-7.2723,-6.7879,2.0
-7.1824,-6.7539,2.0
-2.5061,9.1947,0.0
4.5668,1.6389,1.0
4.943,2.0495,1.0
4.6727,2.4124,1.0
-6.8154,-6.6797,2.0
-6.832,-7.0483,2.0
4.5633,1.9484,1.0
-7.3566,-6.9932,2.0
4.8718,2.1678,1.0
-6.8283,-6.9258,2.0
-2.6443,9.0211,0.0
-2.5349,8.6379,0.0
-2.5158,8.9727,0.0
4.7757,1.9458,1.0
-6.9201,-6.6841,2.0
-7.0627,-6.8548,2.0
-6.6322,-6.931,2.0
-6.836,-6.6865,2.0
-6.7822,-6.7266,2.0
-2.5811,9.0745,0.0
-6.7487,-6.8221,2.0
-2.2658,9.3185,0.0
-7.0388,-6.8417,2.0
4.6626,2.0103,1.0
-7.3026,-6.9649,2.0
4.4378,1.8701,1.0
-6.7655,-6.6812,2.0
-2.2844,9.2038,0.0
-1.9945,9.0261,0.0
4.6304,1.6567,1.0
4.5172,2.0124,1.0
4.7242,2.2352,1.0
5.1006,1.6773,1.0
4.4807,1.7832,1.0
-2.4573,8.8334,0.0
-2.656,9.0307,0.0
-2.4454,9.2824,0.0
-6.534,-6.974,2.0
4.3296,2.1056,1.0
-2.407,9.2204,0.0
4.744,1.9076,1.0
-2.3069,9.2826,0.0
4.6756,2.219,1.0
-2.5279,8.9084,0.0
4.7899,2.029,1.0
-7.2333,-6.9402,2.0
-2.557,8.9409,0.0
-2.4737,8.7472,0.0
-6.7995,-7.0377,2.0
-2.798,8.555,0.0
-2.3642,9.1175,0.0
-2.721,9.3106,0.0
-6.8865,-6.699,2.0
-6.6164,-6.9879,2.0
4.4344,1.8985,1.0
-2.4525,8.9625,0.0
-2.4233,9.0558,0.0
-6.4061,-6.9557,2.0
-6.7847,-6.7386,2.0
-6.9577,-6.7769,2.0
-2.6947,9.062,0.0
4.6413,1.5559,1.0
-2.471,9.0236,0.0
-6.7654,-7.043,2.0
4.7979,2.1671,1.0
-2.5396,9.1319,0.0
4.5957,1.987,1.0
4.294,2.3638,1.0
4.8174,2.1253,1.0
-2.6518,9.0356,0.0
-6.6135,-6.9042,2.0
-2.7217,9.109,0.0
4.6287,2.0408,1.0
-2.4728,9.0639,0.0
-6.4668,-6.8485,2.0
-2.4075,9.7995,0.0
-2.1581,9.3289,0.0
4.7674,2.0249,1.0
-6.8735,-7.0596,2.0
4.3165,1.9273,1.0
4.5943,2.1163,1.0
-2.5313,8.835,0.0
-6.7794,-7.0766,2.0
-2.2699,8.8923,0.0
4.4046,2.0707,1.0
-6.558,-6.6094,2.0
4.8853,1.7311,1.0
-2.6395,8.9175,0.0
-6.8436,-7.0431,2.0
-7.0199,-7.0553,2.0
-2.4339,8.8339,0.0
-2.1912,9.1291,0.0
5.0685,1.8792,1.0
4.6274,2.0218,1.0
-2.4328,9.1003,0.0
4.7114,1.9861,1.0
-6.914,-6.5925,2.0
-2.5292,8.9736,0.0
-6.8607,-6.5189,2.0
-2.4065,8.9077,0.0
-6.8703,-6.9843,2.0
-6.9325,-7.035,2.0
-7.0532,-6.7687,2.0
-2.6673,9.1086,0.0
-6.8568,-7.0388,2.0
-2.7285,8.7263,0.0
4.3899,1.9201,1.0
-2.6658,8.9499,0.0
-2.6903,8.8835,0.0
4.6098,1.9078,1.0
4.7232,2.2066,1.0
4.719,1.7817,1.0
4.4936,2.3513,1.0
-6.9393,-7.0185,2.0
-6.3599,-7.2249,2.0
-2.3312,9.2213,0.0
4.6709,2.0528,1.0
-2.4504,8.9674,0.0
-6.8387,-6.7983,2.0
4.808,2.0147,1.0
4.7511,1.5922,1.0
-2.3733,8.7845,0.0
-2.3952,9.1038,0.0
-2.3433,8.9755,0.0
-7.0051,-7.2908,2.0
-2.2646,8.9625,0.0
-7.1208,-7.0573,2.0
-6.9565,-7.0325,2.0
4.6981,1.9005,1.0
4.8239,2.177,1.0
-6.6904,-6.6654,2.0
-2.1692,9.2286,0.0
4.4113,2.1372,1.0
4.4308,1.9679,1.0
-6.8241,-6.8161,2.0
-2.3352,9.1134,0.0
-6.8942,-7.0383,2.0
-6.695,-6.9842,2.0
4.719,2.0259,1.0
-7.021,-6.7362,2.0
4.6383,2.0048,1.0
-2.7275,8.9369,0.0
4.3256,2.1895,1.0
-2.7583,9.0253,0.0
-2.52,8.8178,0.0
-7.0069,-6.9931,2.0
-6.7723,-7.13,2.0
4.398,1.9845,1.0
4.8313,1.952,1.0
-2.9079,9.0891,0.0
-2.7769,9.1529,0.0
-6.7996,-6.8469,2.0
-2.4551,9.0042,0.0
4.6615,1.7918,1.0
4.5967,1.7376,1.0
4.7411,2.2626,1.0
4.9124,2.3013,1.0
-6.6284,-6.6426,2.0
-6.8112,-6.4967,2.0
-6.6497,-7.195,2.0
-2.4393,8.7013,0.0
-2.8644,9.096,0.0
4.6308,1.7265,1.0
4.8215,1.9979,1.0
-2.3992,8.8206,0.0
-6.8879,-7.175,2.0
4.5729,1.6144,1.0
5.0246,1.8182,1.0
4.7068,2.2688,1.0
-6.8548,-6.7571,2.0
4.9823,1.6236,1.0
-2.6991,9.5408,0.0
4.6693,1.8687,1.0
-2.622,9.0512,0.0
-2.314,9.198,0.0
-2.5482,9.241,0.0
4.2019,2.2121,1.0
-7.0468,-7.0993,2.0
-2.6747,9.0315,0.0
-6.9,-6.8726,2.0
-6.797,-6.9268,2.0
-2.5718,9.0141,0.0
-6.9639,-6.7558,2.0
-6.4185,-7.0832,2.0
-7.0675,-7.2418,2.0
-6.568,-6.6816,2.0
-7.2926,-6.6357,2.0
5.011,2.018,1.0
-2.505,8.8687,0.0
-6.9828,-7.0652,2.0
4.9135,1.9983,1.0
-6.7549,-6.519,2.0
-7.0219,-6.8567,2.0
4.6548,2.1783,1.0
-2.6737,9.2385,0.0
4.4696,1.9744,1.0
-6.9427,-6.8265,2.0
-2.5987,9.2705,0.0
-2.2926,9.225,0.0
-2.5269,9.5302,0.0
-6.9443,-6.8263,2.0
4.2468,1.8557,1.0
-2.5306,8.8072,0.0
4.6561,1.9656,1.0
-6.8206,-7.016,2.0
-7.2199,-6.8053,2.0
-7.0102,-6.9901,2.0
-2.5279,9.2794,0.0
-2.748,9.0429,0.0
4.5574,2.1559,1.0
-2.7496,8.9351,0.0
-7.0412,-6.9584,2.0
-6.5711,-7.1641,2.0
4.2861,2.0465,1.0
4.8112,2.0528,1.0
4.6279,2.0719,1.0
4.2576,1.9918,1.0
4.8649,1.6246,1.0
-2.1107,8.861,0.0
4.7664,1.8783,1.0
-2.4881,8.7475,0.0
-2.6523,9.1502,0.0
4.7262,2.1211,1.0
-7.0621,-6.7398,2.0
-2.3291,9.1045,0.0
-7.3233,-6.3964,2.0
5.1683,2.0928,1.0
-6.6764,-6.9608,2.0
4.895,1.9428,1.0
-6.6098,-6.8752,2.0
4.7409,2.0787,1.0
-6.6805,-6.765,2.0
-6.694,-7.2342,2.0
4.7805,2.4729,1.0
4.5936,1.8579,1.0
-2.6034,9.0607,0.0
4.9813,1.819,1.0
4.848,1.5822,1.0
4.7002,2.0083,1.0
-2.5171,9.1506,0.0
4.5366,1.7685,1.0
4.9783,2.002,1.0
-2.3047,9.5022,0.0
-6.7482,-7.0246,2.0
4.8524,1.898,1.0
4.8914,2.0544,1.0
-2.6526,8.641,0.0
-2.4865,9.1467,0.0
-6.7659,-6.8035,2.0
4.2938,2.2399,1.0
-2.3503,8.7634,0.0
-2.1724,8.9225,0.0
-2.405,9.1433,0.0
4.163,2.1222,1.0
-6.9263,-6.8397,2.0
-7.1045,-6.8596,2.0
-2.4561,8.8977,0.0
-2.3701,9.1841,0.0
-2.6692,9.0016,0.0
-2.6461,9.1724,0.0
-2.527,9.0068,0.0
-6.8131,-7.1467,2.0
-6.6137,-7.2152,2.0
-6.7651,-6.7499,2.0
-2.4724,9.5529,0.0
4.3412,1.5484,1.0
-6.8914,-6.9243,2.0
4.5719,2.0195,1.0
-2.4659,8.8091,0.0
-6.8855,-6.8522,2.0
-7.0957,-7.1156,2.0
-2.4949,8.9188,0.0
4.9101,1.6707,1.0
-2.7678,9.1288,0.0
-2.6511,8.7626,0.0
-2.7236,8.43,0.0
-2.5453,9.2889,0.0
4.7822,2.5958,1.0
-2.6021,9.0545,0.0
-2.3044,9.1328,0.0
4.4204,1.6778,1.0
-2.3721,9.384,0.0
4.5988,2.1969,1.0
4.8917,2.2025,1.0
-2.7691,9.1802,0.0
-6.9699,-7.0837,2.0
-7.0798,-6.6735,2.0
-7.1192,-6.9654,2.0
4.49,1.9289,1.0
4.6173,1.7133,1.0
-2.5764,9.3481,0.0
-2.3766,9.249,0.0
4.5566,1.9605,1.0
4.7393,2.1871,1.0
-2.2124,9.0854,0.0
4.6681,2.2909,1.0
-6.8975,-6.5581,2.0
4.5255,2.0397,1.0
-2.6164,8.6728,0.0
-2.6346,9.3768,0.0
-2.5141,9.4427,0.0
4.7762,1.7424,1.0
4.7315,1.7772,1.0
-2.5426,9.0708,0.0
4.6523,1.7877,1.0
-2.3807,9.2801,0.0
-2.5371,8.9242,0.0
-2.5568,9.0235,0.0
-7.0033,-7.0391,2.0
-2.2285,9.1539,0.0
-7.0254,-6.9179,2.0
-7.1366,-6.9463,2.0
-6.6408,-6.6199,2.0
-6.6629,-6.9468,2.0
-2.4755,9.2778,0.0
-2.3141,9.1174,0.0
-2.6908,8.7318,0.0
4.5641,2.3897,1.0
-2.3924,8.9424,0.0
-6.5718,-6.5656,2.0
4.5913,1.9736,1.0
4.3607,2.0914,1.0
4.5844,2.2314,1.0
-6.9446,-6.7082,2.0
-2.512,8.8763,0.0
-6.8177,-6.785,2.0
4.4467,2.299,1.0
4.6177,1.8955,1.0
4.7794,1.806,1.0
4.6462,2.2947,1.0
4.9153,2.1772,1.0
-2.4994,9.0224,0.0
-2.6408,8.9535,0.0
-2.8101,9.1663,0.0
-2.6393,8.9169,0.0
-2.3865,8.8097,0.0
4.1867,1.903,1.0
4.6215,1.7956,1.0
-2.5868,9.0484,0.0
-6.7462,-7.1891,2.0
-7.0589,-6.7654,2.0
-2.3311,9.1293,0.0
-6.8071,-6.9821,2.0
-2.6063,9.0307,0.0
-6.8625,-7.2233,2.0
4.4727,2.1926,1.0
-2.6741,8.8926,0.0
4.6847,2.154,1.0
-7.3202,-6.9242,2.0
4.905,1.6918,1.0
-6.6782,-6.8754,2.0
-2.3844,9.14,0.0
4.9496,2.0372,1.0
4.741,2.0604,1.0
-2.5041,8.6304,0.0
4.386,2.2804,1.0
-6.5565,-7.0731,2.0
-2.203,9.258,0.0
4.7242,2.0265,1.0
4.72,1.9994,1.0
-2.5343,9.0799,0.0
4.517,1.8312,1.0
4.7419,1.8433,1.0
-2.3815,8.7857,0.0
4.5829,1.9519,1.0
4.5574,1.8254,1.0
-6.9228,-6.8133,2.0
4.9705,2.0978,1.0
4.8424,1.9415,1.0
4.8265,1.9286,1.0
-6.8379,-6.8685,2.0
-6.8581,-6.9301,2.0
-7.2009,-6.8011,2.0
4.1655,2.3816,1.0
-2.5443,9.148,0.0
-6.8931,-6.6414,2.0
-2.6501,8.7326,0.0
-2.6342,9.0195,0.0
-2.7475,9.1456,0.0
4.8782,1.9564,1.0
4.2059,1.7343,1.0
4.5143,1.993,1.0
4.3313,1.941,1.0
-6.693,-6.8674,2.0
-6.8362,-6.9731,2.0
-6.794,-6.5355,2.0
-2.3637,9.0247,0.0
-6.9714,-6.7638,2.0
-6.991,-6.8736,2.0
-6.8582,-6.9801,2.0
-7.1862,-7.1058,2.0
4.8904,1.8174,1.0
4.8542,1.6719,1.0
-6.7685,-6.4693,2.0
4.5462,1.8214,1.0
-6.7836,-6.6035,2.0
4.4412,1.77,1.0
-2.4703,8.9437,0.0
-2.3963,8.8104,0.0
-2.4677,9.0282,0.0
-6.7328,-7.1877,2.0
-6.7853,-6.6257,2.0
-6.956,-6.7321,2.0
-6.7799,-6.9485,2.0
-2.5269,8.9403,0.0
-2.2717,9.5322,0.0
4.3441,2.3076,1.0
4.5854,2.2199,1.0
4.7054,2.1637,1.0
4.2326,1.9827,1.0
-6.9539,-7.2353,2.0
-2.712,9.0314,0.0
-7.0668,-7.0953,2.0
4.8078,1.7017,1.0
-6.8223,-6.9178,2.0
4.583,2.2913,1.0
-2.6439,9.0701,0.0
-2.7677,9.1522,0.0
-2.6171,8.8586,0.0
-2.6044,9.1892,0.0
-2.4748,9.1249,0.0
-6.5958,-6.8214,2.0
-2.7794,8.7498,0.0
-6.8638,-6.9377,2.0
-2.4428,9.0524,0.0
-2.5927,8.9553,0.0
4.7081,2.2732,1.0
4.6672,1.9782,1.0
-6.742,-6.7706,2.0
-2.605,8.9772,0.0
-6.8132,-6.7509,2.0
-2.4213,9.1701,0.0
-6.584,-7.1766,2.0
4.5634,1.578,1.0
-7.2793,-7.0212,2.0
4.8643,1.9358,1.0
-2.621,9.0897,0.0
-2.4408,9.3895,0.0
4.5405,1.9367,1.0
-7.0266,-6.6889,2.0
-2.819,9.0659,0.0
-2.5732,9.0446,0.0
-2.6632,8.7551,0.0
-7.1033,-6.7515,2.0
-6.8432,-7.0873,2.0
-2.7471,9.3428,0.0
-6.8186,-6.6505,2.0
-2.5307,9.1038,0.0
-7.193,-6.7987,2.0
4.7743,1.6731,1.0
-2.352,9.0994,0.0
4.8393,2.2095,1.0
4.6853,1.9084,1.0
-2.7134,9.156,0.0
-2.3395,8.5649,0.0
-2.5733,9.3733,0.0
4.5084,1.9634,1.0
-2.4558,9.116,0.0
4.7983,1.859,1.0
-6.8302,-6.7028,2.0
-6.8306,-6.7348,2.0
-6.8486,-6.9598,2.0
-6.2481,-6.6988,2.0
-7.165,-6.7803,2.0
-2.3919,8.9193,0.0
4.2355,1.9529,1.0
-6.7508,-6.8508,2.0
4.4612,1.6449,1.0
4.3398,1.8174,1.0
4.7047,1.8666,1.0
-6.8912,-6.6546,2.0
-7.0477,-6.7427,2.0
-2.4415,8.8267,0.0
4.7912,1.5904,1.0
-6.8728,-7.2163,2.0
-6.866,-6.8548,2.0
-6.5967,-7.0549,2.0
-3.1575,8.8094,0.0
4.5128,2.0148,1.0
-2.5965,9.0011,0.0
-6.7681,-6.7537,2.0
-2.6067,8.9278,0.0
4.574,2.3081,1.0
-7.1375,-6.9404,2.0
-6.9548,-7.1411,2.0
-2.361,8.9116,0.0
-7.0409,-6.5447,2.0
-6.7566,-6.7782,2.0
4.6331,1.6542,1.0
-7.1785,-6.8439,2.0
4.5592,1.9901,1.0
-2.5066,9.305,0.0
-6.8995,-6.9346,2.0
4.9125,1.9124,1.0
-6.8933,-7.1615,2.0
4.1642,2.0117,1.0
-7.1935,-7.0075,2.0
4.5599,1.8241,1.0
4.3145,2.3777,1.0
4.8085,2.2057,1.0
4.5026,1.6866,1.0
-2.4554,8.9456,0.0
-6.9978,-6.6311,2.0
4.4891,2.0497,1.0
-6.7446,-7.2233,2.0
4.7535,1.7632,1.0
-6.8222,-6.6914,2.0
-2.4512,9.4294,0.0
4.5967,2.1607,1.0
-2.6252,9.0622,0.0
-6.9366,-7.0796,2.0
5.0514,1.6855,1.0
-6.8004,-6.8462,2.0
-2.7788,9.1629,0.0
4.8388,2.1024,1.0
-7.1427,-6.6182,2.0
-2.5691,9.0042,0.0
-6.9805,-7.1841,2.0
-6.9192,-6.62,2.0
-6.8792,-7.1551,2.0
-2.4908,9.0647,0.0
-6.9175,-6.8974,2.0
-2.5091,9.1345,0.0
4.759,1.8552,1.0
4.749,1.5389,1.0
-2.5119,8.8027,0.0
-6.4409,-6.689,2.0
-6.8266,-7.0099,2.0
-6.5004,-7.1523,2.0
-2.1593,9.2906,0.0
-6.785,-7.0207,2.0
-6.9953,-6.8956,2.0
-6.7534,-7.1104,2.0
-2.6829,9.1212,0.0
-2.4571,8.9065,0.0
4.6735,2.1622,1.0
4.6353,2.2289,1.0
-2.2483,8.6818,0.0
4.6189,2.0957,1.0
-2.5458,9.2893,0.0
4.6952,2.2123,1.0
4.717,2.1137,1.0
4.4519,2.0685,1.0
-6.971,-6.8123,2.0
-6.5468,-6.9753,2.0
-2.1966,8.9595,0.0
4.5711,1.8983,1.0
-7.0164,-6.8819,2.0
-6.6247,-7.1072,2.0
5.2253,1.7743,1.0
4.8934,2.0309,1.0
4.958,1.8593,1.0
-6.7249,-6.9793,2.0
4.7557,2.0652,1.0
-2.3761,9.4025,0.0
4.8605,2.2616,1.0
-6.9107,-7.1113,2.0
-6.6019,-6.8516,2.0
-2.6074,8.9573,0.0
-6.6821,-7.0352,2.0
-7.3044,-6.7974,2.0
-2.4927,9.2274,0.0
4.5434,2.193,1.0
-2.7653,9.0522,0.0
4.9183,1.9954,1.0
-6.7589,-6.5998,2.0
-6.9004,-7.1162,2.0
4.4144,2.1988,1.0
-6.7574,-7.0334,2.0
5.0199,2.1778,1.0
-7.1639,-6.5297,2.0
-2.2884,9.1093,0.0
-6.9446,-6.8326,2.0
4.7218,1.9178,1.0
-2.7401,8.6639,0.0
4.6401,1.6643,1.0
-6.7048,-6.8644,2.0
4.4808,2.058,1.0
-2.5997,8.5295,0.0
-2.1427,9.1771,0.0
-2.4476,8.936,0.0
-6.9183,-6.7008,2.0
-7.1992,-6.5821,2.0
4.6545,2.1669,1.0
-2.5762,9.0828,0.0
4.5287,1.9472,1.0
4.6486,2.1643,1.0
4.4085,1.7065,1.0
4.8122,2.001,1.0
4.6393,1.8666,1.0
-7.0118,-6.9831,2.0
4.7076,1.7747,1.0
-6.7076,-6.7181,2.0
-2.5233,9.1116,0.0
-2.6496,8.9488,0.0
-7.1322,-7.126,2.0
-2.7093,8.8787,0.0
4.7128,1.8371,1.0
4.7199,2.0135,1.0
-6.9626,-6.5797,2.0
-6.9252,-7.0681,2.0
-2.7605,9.1769,0.0
-6.5601,-6.7512,2.0
-2.2876,8.8063,0.0
4.5704,2.1273,1.0
-6.9442,-6.9536,2.0
4.8333,2.072,1.0
4.6366,2.2045,1.0
4.2613,2.0355,1.0
-2.6004,9.0506,0.0
-2.7337,8.8308,0.0
-2.5534,8.9589,0.0
-2.7897,9.3642,0.0
-2.2848,9.4783,0.0
4.8281,2.0115,1.0
-6.717,-7.0489,2.0
4.7145,2.0356,1.0
4.6854,2.1004,1.0
-2.3698,8.9475,0.0
-2.2733,9.0278,0.0
-6.917,-6.861,2.0
4.4763,1.7464,1.0
4.6462,2.1112,1.0
4.2401,1.98,1.0
-2.8143,9.2668,0.0
-2.5932,8.9579,0.0
-7.0303,-6.9028,2.0
